Month,Date,Incident
Apr-2024,April - 30,"On April 30, Mizoram Police arrested one person, identified as H. Ramropuia (24), along with 8000 gelatin sticks and 1500 detonators from Hnahthial District of Mizoram, reports India TodayNE. Police sources stated that the person was transporting the
Read more... On April 30, Mizoram Police arrested one person, identified as H. Ramropuia (24), along with 8000 gelatin sticks and 1500 detonators from Hnahthial District of Mizoram, reports India TodayNE. Police sources stated that the person was transporting the explosives to Sangau Town on the border with Myanmar.
Read less..."
Apr-2024,April - 30,"On April 30, one Colt Machine Gun (CMG) Carbine with Magazine, four single barrel guns, one grenade launcher (lathode gun), one pistol with mag, two improvised heavy mortars, two magazines, ten tear gas shells were recovered from Zalenkot in Churacha
Read more... On April 30, one Colt Machine Gun (CMG) Carbine with Magazine, four single barrel guns, one grenade launcher (lathode gun), one pistol with mag, two improvised heavy mortars, two magazines, ten tear gas shells were recovered from Zalenkot in Churachandpur District of Manipur, reports Imphal Free Press.
Read less..."
Apr-2024,April - 30,"On April 30, Security Forces (SFs) arrested two cadres of People's Revolutionary Party of Kangleipak- Progressive (PREPAK-Pro), identified as Naoroibam Joyshangker alias Loyumba alias Khougang (39) and Thingom Suresh alias Boy (38), from Lairikyengba
Read more... On April 30, Security Forces (SFs) arrested two cadres of People's Revolutionary Party of Kangleipak- Progressive (PREPAK-Pro), identified as Naoroibam Joyshangker alias Loyumba alias Khougang (39) and Thingom Suresh alias Boy (38), from Lairikyengbam Leikai and Khurai Chaithabi Leirak in Imphal East District of Manipur, reports Manipur Police on X.
Read less..."
Apr-2024,April - 30,"On April 30, Security Forces (SFs) detained 11 miscreants dressed in Police attires from Kumbi in Bishnupur District of Manipur and recovered three AK rifles (seven magazines and 210 ammunitions), five INSAS (13 magazines and 260 ammunitions), two se
Read more... On April 30, Security Forces (SFs) detained 11 miscreants dressed in Police attires from Kumbi in Bishnupur District of Manipur and recovered three AK rifles (seven magazines and 210 ammunitions), five INSAS (13 magazines and 260 ammunitions), two self-loaded rifle (SLR), nine magazines and 180 ammunitions, and two hand grenades and bullet proof jackets from their possession, reports Imphal Free Press.
Read less..."
Apr-2024,April - 30,"On April 30, the Border Security Force (BSF) stated on the social media platform ‘X’, formerly 'Twitter', that their troops successfully recovered one drone (a China-made DJI Matrice 300 RTK) in broken condition from a farming field adjacent to villa
Read more... On April 30, the Border Security Force (BSF) stated on the social media platform ‘X’, formerly 'Twitter', that their troops successfully recovered one drone (a China-made DJI Matrice 300 RTK) in broken condition from a farming field adjacent to village Khemkaran in Tarn Taran District of Punjab.
Read less..."
Apr-2024,April - 30,"Suspected cadres of the Communist Party of India-Maoist (CPI-Maoist) and the specialised ‘Thunderbolt’ team of the Kerala Police, exchanged gunfire inside the Makkimala Forest under Thalappuzha Police Station limits in Wayanad District of Kerala on A
Read more... Suspected cadres of the Communist Party of India-Maoist (CPI-Maoist) and the specialised ‘Thunderbolt’ team of the Kerala Police, exchanged gunfire inside the Makkimala Forest under Thalappuzha Police Station limits in Wayanad District of Kerala on April 30, reports The Hindu. The incident came to light after tea estate workers informed estate officials that they heard nine rounds of gunshots from an adjacent forest area where the Thunderbolt commandos had been engaged in combing operations for the past six days. A four-member team of the proscribed CPI-Maoist visited the workers of the Kambamala tea estate on April 23 and asked them to boycott the parliamentary elections.
Read less..."
May-2024,May - 1,"On May 1, Border Security Force (BSF) personnel killed an unidentified Pakistani infiltrator who was planning to enter the Indian border at Border Post Regal in the Samba area in Jammu District of Jammu and Kashmir (J&K), reports the Daily Excelsior.
Read more... On May 1, Border Security Force (BSF) personnel killed an unidentified Pakistani infiltrator who was planning to enter the Indian border at Border Post Regal in the Samba area in Jammu District of Jammu and Kashmir (J&K), reports the Daily Excelsior. There has been no retaliatory firing from the Pakistani side since this incident.
Read less..."
May-2024,May - 1,"On May 1, Border Security Force (BSF) stated on the social media platform ‘X’ (formerly 'Twitter'), that BSF troops recovered a small drone (DJI Mavic-3 Classic) and a suspected packet of heroin (570 grams) in Dhanoe Khurd village in Amritsar Distric
Read more... On May 1, Border Security Force (BSF) stated on the social media platform ‘X’ (formerly 'Twitter'), that BSF troops recovered a small drone (DJI Mavic-3 Classic) and a suspected packet of heroin (570 grams) in Dhanoe Khurd village in Amritsar District of Punjab. Narcotics were wrapped in a yellow packing material with additional black adhesive tape, and a lighter was also attached to the consignment.
Read less..."
May-2024,May - 1,"On May 1, Police attached the properties of seven Pakistan-based terror handlers, identified as Sajad Ahmad Bhat, Irshad Ahmad Khan, Gulla Mochi, Mohd Aslam Khan, Mohd Beigh, Khalid Mir, and Rafiq Ahmad Bakerwal, worth lakhs of rupees in Baramulla Di
Read more... On May 1, Police attached the properties of seven Pakistan-based terror handlers, identified as Sajad Ahmad Bhat, Irshad Ahmad Khan, Gulla Mochi, Mohd Aslam Khan, Mohd Beigh, Khalid Mir, and Rafiq Ahmad Bakerwal, worth lakhs of rupees in Baramulla District of Jammu and Kashmir, reports Daily Excelsior.
Read less..."
May-2024,May - 1,"On May 1, Security Forces (SFs) arrested one cadre of Kangleipak Communist Party-Noyon faction (KCP-N), identified as self-styled ‘Sergeant Major’ Thoudam Nanao Singh alias Chingsanglakpa alias Putra (43), from Waithou area in Thoubal District of Man
Read more... On May 1, Security Forces (SFs) arrested one cadre of Kangleipak Communist Party-Noyon faction (KCP-N), identified as self-styled ‘Sergeant Major’ Thoudam Nanao Singh alias Chingsanglakpa alias Putra (43), from Waithou area in Thoubal District of Manipur, Manipur Police on X.
Read less..."
May-2024,May - 1,"On May 1, the Communist Party of India-Maoist (CPI-Maoist) called for boycotting the Lok Sabha (Lower House of the Indian Parliament) elections by pasting posters in Barewa and Bhadua villages under Haidernagar Police Station limits in Palamu Distric
Read more... On May 1, the Communist Party of India-Maoist (CPI-Maoist) called for boycotting the Lok Sabha (Lower House of the Indian Parliament) elections by pasting posters in Barewa and Bhadua villages under Haidernagar Police Station limits in Palamu District of Jharkhand, reports jagran.com. The pasting of posters by the Maoists has created panic among the common people. The poster mentions the boycott of the 18th Lok Sabha elections, opposition to the policies of the Modi government, and the formation of the RPC. According to the information, the villagers pasted posters of CPI-Maoist on the Pax godown booth number 60 and the Barewa Anganwadi building in Barewa village.
Read less..."
May-2024,May - 1,"On May 1, the National Investigation Agency (NIA) arrested the eighth key accused, identified as Athar Saeed alias Chacha, in the Attari drug seizure case in the Darya Ganj area of New Delhi, reports the NIA. NIA investigations have revealed Athar wa
Read more... On May 1, the National Investigation Agency (NIA) arrested the eighth key accused, identified as Athar Saeed alias Chacha, in the Attari drug seizure case in the Darya Ganj area of New Delhi, reports the NIA. NIA investigations have revealed Athar was instrumental in creating and sustaining a network of hawala operators and others for the transfer of the money earned from the sale of narcotics from India to Afghanistan and the UAE. In this manner, he was channelling the proceeds of the drugs to the main accused persons based abroad. He also played a critical role in helping the prime accused flee the country. Earlier, the case pertains to the recovery and seizure of a total of 102.784 kilograms valued at approx. USD seven billion by the Indian Customs in two instalments in April 2022. The drugs had arrived through ICP Attari, Amritsar, and had been concealed in a consignment of liquorice roots (Mulethi).
Read less..."
May-2024,May - 1,"Police arrested two unidentified terrorists in the Aragam area of Bandipore District of Jammu and Kashmir (J&K) on May 1, reports Greater Kashmir.
Read more... Police arrested two unidentified terrorists in the Aragam area of Bandipore District of Jammu and Kashmir (J&K) on May 1, reports Greater Kashmir.
Read less..."
May-2024,May - 2,"On May 2, Assam Police arrested one person, from Guwahati in Kamrup (Metro) District of Assam, identified as Rajesh Rai alias John, a resident of Dimapur of Nagaland, for possession of illegal arms, reports Northeast Now. A factory-made .22 pistol, a
Read more... On May 2, Assam Police arrested one person, from Guwahati in Kamrup (Metro) District of Assam, identified as Rajesh Rai alias John, a resident of Dimapur of Nagaland, for possession of illegal arms, reports Northeast Now. A factory-made .22 pistol, along with a magazine and 21 live rounds of ammunition were recovered from his possession.
Read less..."
